U,V
12.29878,-0.8719726
10.56878,1.948027
12.55878,1.698027
15.13878,-0.1519727
15.00878,0.3480273
15.18878,3.108027
15.97878,5.538027
15.07878,5.868027
12.36878,6.258027
8.538781,4.788027
3.558782,2.148027
-1.841218,3.378027
-1.511218,2.498027
0.2187817,0.7580273
0.8487817,-1.321973
5.108782,2.708027
5.318782,3.038027
5.748782,2.008027
6.718781,0.6680273
6.958782,-0.4519726
5.898782,-1.271973
3.948782,-0.5119727
3.348782,1.028027
4.238781,1.628027
4.538782,1.948027
5.558782,2.638027
7.568781,4.308027
8.928782,6.508027
8.848782,5.718027
6.668782,2.778027
4.288782,1.808027
3.158782,1.108027
1.078782,-1.231973
-0.2912183,-3.451972
0.4187817,-5.791973
-0.6712183,-5.361972
-2.241218,-4.431973
-0.9112182,-8.391973
1.358782,-10.40197
3.938782,-7.701972
6.538782,-5.241972
7.298781,-4.611972
10.35878,-3.681973
14.35878,-1.081973
14.33878,0.3480273
13.16878,-1.031973
12.28878,-3.671973
12.72878,-3.291973
12.69878,-1.011973
12.18878,-0.5919726
14.75878,-0.6519727
17.16878,-1.381973
18.41878,-1.281973
19.95878,1.878027
20.95878,5.988027
19.69878,8.568027
15.79878,9.528028
11.91878,9.588027
8.158782,8.868027
3.078782,7.518027
0.2487817,3.668027
-0.011218262,-1.231973
-0.3212183,-2.581973
6.698781,2.318027
7.948781,2.628027
9.228782,2.398027
9.038781,1.208027
8.428782,0.2380273
8.698782,-0.1819727
6.958782,0.3480273
5.878782,1.938027
7.818781,2.928027
7.188782,1.518027
5.318782,0.8280273
5.998782,3.078027
7.838781,5.278027
9.838781,6.228027
9.098782,4.018027
5.778781,1.838027
3.238782,3.748027
1.388782,2.708027
0.6387817,-0.8019726
0.9487817,-2.721973
0.5987817,-4.841972
-0.6212183,-4.311973
-3.191218,-3.991973
-6.431218,-9.421972
-5.441218,-12.83197
0.4287817,-11.02197
5.168782,-11.35197
11.02878,-10.03197
17.18878,-3.101973
15.51878,1.048027
11.95878,-0.4319727
11.76878,-3.081973
11.33878,-4.621973
10.83878,-5.341972
12.51878,-5.001973
15.43878,-2.511973
17.53878,-2.191972
20.42878,-3.601973
23.77878,-0.2119727
23.56878,6.838027
20.71878,12.97803
16.18878,14.97803
11.67878,12.86803
8.678782,11.83803
6.788782,11.17803
2.798782,6.638027
-0.2212183,0.2680273
0.2487817,-1.651973
8.638782,1.748027
9.838781,1.878027
10.38878,2.328027
10.03878,1.748027
9.508781,1.698027
9.598782,1.568027
8.548781,1.418027
7.878782,2.438027
8.678782,2.868027
8.148782,2.138027
7.638782,3.698027
7.958782,4.878027
8.008781,2.158027
8.578781,2.758027
8.138782,4.708027
6.828782,3.438027
6.318781,4.798027
4.798781,3.218027
1.938782,-2.211973
0.2287817,-1.731973
0.5187817,-0.2219726
0.2387817,-1.751973
-1.651218,-2.311973
-5.081218,-4.811973
-8.291218,-9.541972
-7.701218,-15.22197
-6.581218,-20.91197
-4.961218,-16.89197
-1.071218,-4.911973
